instant,date,season,year,mnth,hour,holiday,weekday,workingday,weather_condition,temperature,feels_like_temperature,humidity,windspeed,casual_users,registered_users,total_rentals,month,month_name,day,hour_category,day_type
10071,2012-02-29,Spring,2012,2,16,0,Wednesday,1,Light Snow/Rain,0.4,0.4091,0.82,0.2239,5,162,167,2,Feb,29,Siang,Hari Kerja
10072,2012-02-29,Spring,2012,2,17,0,Wednesday,1,Mist,0.4,0.4091,0.87,0.1642,7,246,253,2,Feb,29,Siang,Hari Kerja
10073,2012-02-29,Spring,2012,2,18,0,Wednesday,1,Light Snow/Rain,0.4,0.4091,0.87,0.0,11,181,192,2,Feb,29,Malam,Hari Kerja
10074,2012-02-29,Spring,2012,2,19,0,Wednesday,1,Mist,0.4,0.4091,0.87,0.1045,0,102,102,2,Feb,29,Malam,Hari Kerja
10075,2012-02-29,Spring,2012,2,20,0,Wednesday,1,Light Snow/Rain,0.42,0.4242,0.88,0.1642,2,95,97,2,Feb,29,Malam,Hari Kerja
10076,2012-02-29,Spring,2012,2,21,0,Wednesday,1,Light Snow/Rain,0.42,0.4242,0.88,0.1642,0,39,39,2,Feb,29,Malam,Hari Kerja
10077,2012-02-29,Spring,2012,2,22,0,Wednesday,1,Light Snow/Rain,0.42,0.4242,0.94,0.2537,2,53,55,2,Feb,29,Malam,Hari Kerja
10078,2012-02-29,Spring,2012,2,23,0,Wednesday,1,Light Snow/Rain,0.42,0.4242,0.94,0.2537,3,30,33,2,Feb,29,Malam,Hari Kerja
10079,2012-03-01,Spring,2012,3,0,0,Thursday,1,Mist,0.42,0.4242,0.94,0.0,1,10,11,3,Mar,1,Dini Hari,Hari Kerja
10080,2012-03-01,Spring,2012,3,1,0,Thursday,1,Light Snow/Rain,0.46,0.4545,0.94,0.1045,0,12,12,3,Mar,1,Dini Hari,Hari Kerja
10081,2012-03-01,Spring,2012,3,2,0,Thursday,1,Mist,0.46,0.4545,0.94,0.2836,0,6,6,3,Mar,1,Dini Hari,Hari Kerja
10082,2012-03-01,Spring,2012,3,3,0,Thursday,1,Clear,0.46,0.4545,0.94,0.2239,0,3,3,3,Mar,1,Dini Hari,Hari Kerja
10083,2012-03-01,Spring,2012,3,4,0,Thursday,1,Clear,0.48,0.4697,0.88,0.194,0,5,5,3,Mar,1,Dini Hari,Hari Kerja
10084,2012-03-01,Spring,2012,3,5,0,Thursday,1,Clear,0.48,0.4697,0.88,0.1642,0,18,18,3,Mar,1,Dini Hari,Hari Kerja
10085,2012-03-01,Spring,2012,3,6,0,Thursday,1,Mist,0.42,0.4242,0.94,0.0,2,107,109,3,Mar,1,Pagi,Hari Kerja
10086,2012-03-01,Spring,2012,3,7,0,Thursday,1,Mist,0.44,0.4394,0.94,0.1343,8,296,304,3,Mar,1,Pagi,Hari Kerja
10087,2012-03-01,Spring,2012,3,8,0,Thursday,1,Clear,0.42,0.4242,0.94,0.1343,15,579,594,3,Mar,1,Pagi,Hari Kerja
10088,2012-03-01,Spring,2012,3,9,0,Thursday,1,Clear,0.46,0.4545,0.77,0.2537,5,281,286,3,Mar,1,Pagi,Hari Kerja
10089,2012-03-01,Spring,2012,3,10,0,Thursday,1,Clear,0.52,0.5,0.55,0.1642,11,122,133,3,Mar,1,Pagi,Hari Kerja
10090,2012-03-01,Spring,2012,3,11,0,Thursday,1,Clear,0.56,0.5303,0.43,0.194,19,149,168,3,Mar,1,Pagi,Hari Kerja
10091,2012-03-01,Spring,2012,3,12,0,Thursday,1,Clear,0.56,0.5303,0.37,0.2239,16,204,220,3,Mar,1,Siang,Hari Kerja
10092,2012-03-01,Spring,2012,3,13,0,Thursday,1,Clear,0.58,0.5455,0.32,0.2537,24,187,211,3,Mar,1,Siang,Hari Kerja
10093,2012-03-01,Spring,2012,3,14,0,Thursday,1,Clear,0.58,0.5455,0.35,0.2239,37,174,211,3,Mar,1,Siang,Hari Kerja
10094,2012-03-01,Spring,2012,3,15,0,Thursday,1,Clear,0.6,0.6212,0.31,0.2537,31,192,223,3,Mar,1,Siang,Hari Kerja
10095,2012-03-01,Spring,2012,3,16,0,Thursday,1,Clear,0.58,0.5455,0.32,0.2985,38,323,361,3,Mar,1,Siang,Hari Kerja
10096,2012-03-01,Spring,2012,3,17,0,Thursday,1,Clear,0.56,0.5303,0.35,0.2985,49,551,600,3,Mar,1,Siang,Hari Kerja
10097,2012-03-01,Spring,2012,3,18,0,Thursday,1,Clear,0.54,0.5152,0.34,0.3582,27,498,525,3,Mar,1,Malam,Hari Kerja
10098,2012-03-01,Spring,2012,3,19,0,Thursday,1,Clear,0.48,0.4697,0.41,0.3284,11,317,328,3,Mar,1,Malam,Hari Kerja
10099,2012-03-01,Spring,2012,3,20,0,Thursday,1,Clear,0.44,0.4394,0.44,0.4179,12,242,254,3,Mar,1,Malam,Hari Kerja
10100,2012-03-01,Spring,2012,3,21,0,Thursday,1,Clear,0.42,0.4242,0.47,0.4627,7,190,197,3,Mar,1,Malam,Hari Kerja
10101,2012-03-01,Spring,2012,3,22,0,Thursday,1,Clear,0.38,0.3939,0.5,0.2537,3,123,126,3,Mar,1,Malam,Hari Kerja
10102,2012-03-01,Spring,2012,3,23,0,Thursday,1,Clear,0.36,0.3485,0.5,0.2239,9,76,85,3,Mar,1,Malam,Hari Kerja
10103,2012-03-02,Spring,2012,3,0,0,Friday,1,Clear,0.34,0.3333,0.53,0.1642,1,45,46,3,Mar,2,Dini Hari,Hari Kerja
10104,2012-03-02,Spring,2012,3,1,0,Friday,1,Clear,0.34,0.3182,0.49,0.2239,2,18,20,3,Mar,2,Dini Hari,Hari Kerja
10105,2012-03-02,Spring,2012,3,2,0,Friday,1,Clear,0.34,0.3182,0.53,0.2836,2,4,6,3,Mar,2,Dini Hari,Hari Kerja
10106,2012-03-02,Spring,2012,3,3,0,Friday,1,Clear,0.32,0.3182,0.57,0.194,0,3,3,3,Mar,2,Dini Hari,Hari Kerja
10107,2012-03-02,Spring,2012,3,4,0,Friday,1,Clear,0.32,0.3485,0.61,0.0,0,2,2,3,Mar,2,Dini Hari,Hari Kerja
10108,2012-03-02,Spring,2012,3,5,0,Friday,1,Clear,0.3,0.3333,0.7,0.0,0,24,24,3,Mar,2,Dini Hari,Hari Kerja
10109,2012-03-02,Spring,2012,3,6,0,Friday,1,Clear,0.3,0.3333,0.7,0.0,4,88,92,3,Mar,2,Pagi,Hari Kerja
10110,2012-03-02,Spring,2012,3,7,0,Friday,1,Clear,0.3,0.3333,0.7,0.0,4,258,262,3,Mar,2,Pagi,Hari Kerja
10111,2012-03-02,Spring,2012,3,8,0,Friday,1,Clear,0.28,0.303,0.75,0.0896,16,533,549,3,Mar,2,Pagi,Hari Kerja
10112,2012-03-02,Spring,2012,3,9,0,Friday,1,Clear,0.3,0.3333,0.81,0.0,15,299,314,3,Mar,2,Pagi,Hari Kerja
10113,2012-03-02,Spring,2012,3,10,0,Friday,1,Clear,0.36,0.3485,0.5,0.1642,14,118,132,3,Mar,2,Pagi,Hari Kerja
10114,2012-03-02,Spring,2012,3,11,0,Friday,1,Clear,0.38,0.3939,0.46,0.194,40,154,194,3,Mar,2,Pagi,Hari Kerja
10115,2012-03-02,Spring,2012,3,12,0,Friday,1,Clear,0.4,0.4091,0.43,0.1642,40,194,234,3,Mar,2,Siang,Hari Kerja
10116,2012-03-02,Spring,2012,3,13,0,Friday,1,Clear,0.42,0.4242,0.44,0.2239,31,191,222,3,Mar,2,Siang,Hari Kerja
10117,2012-03-02,Spring,2012,3,14,0,Friday,1,Mist,0.44,0.4394,0.44,0.2836,29,176,205,3,Mar,2,Siang,Hari Kerja
10118,2012-03-02,Spring,2012,3,15,0,Friday,1,Mist,0.42,0.4242,0.5,0.2985,5,73,78,3,Mar,2,Siang,Hari Kerja
10119,2012-03-02,Spring,2012,3,16,0,Friday,1,Light Snow/Rain,0.4,0.4091,0.58,0.2985,1,49,50,3,Mar,2,Siang,Hari Kerja
10120,2012-03-02,Spring,2012,3,17,0,Friday,1,Light Snow/Rain,0.36,0.3485,0.81,0.2239,5,123,128,3,Mar,2,Siang,Hari Kerja
10121,2012-03-02,Spring,2012,3,18,0,Friday,1,Light Snow/Rain,0.36,0.3485,0.87,0.194,6,154,160,3,Mar,2,Malam,Hari Kerja
10122,2012-03-02,Spring,2012,3,19,0,Friday,1,Light Snow/Rain,0.36,0.3485,0.87,0.194,12,162,174,3,Mar,2,Malam,Hari Kerja
10123,2012-03-02,Spring,2012,3,20,0,Friday,1,Mist,0.36,0.3485,0.87,0.194,7,93,100,3,Mar,2,Malam,Hari Kerja
10124,2012-03-02,Spring,2012,3,21,0,Friday,1,Light Snow/Rain,0.36,0.3636,0.87,0.0896,2,99,101,3,Mar,2,Malam,Hari Kerja
10125,2012-03-02,Spring,2012,3,22,0,Friday,1,Mist,0.36,0.3788,0.87,0.0,6,69,75,3,Mar,2,Malam,Hari Kerja
10126,2012-03-02,Spring,2012,3,23,0,Friday,1,Mist,0.36,0.3788,0.87,0.0,4,19,23,3,Mar,2,Malam,Hari Kerja
10127,2012-03-03,Spring,2012,3,0,0,Saturday,0,Light Snow/Rain,0.36,0.3636,0.93,0.0896,1,21,22,3,Mar,3,Dini Hari,Hari Libur/Akhir Pekan
10128,2012-03-03,Spring,2012,3,1,0,Saturday,0,Light Snow/Rain,0.36,0.3788,0.93,0.0,0,44,44,3,Mar,3,Dini Hari,Hari Libur/Akhir Pekan
10129,2012-03-03,Spring,2012,3,2,0,Saturday,0,Light Snow/Rain,0.36,0.3636,0.93,0.0896,4,34,38,3,Mar,3,Dini Hari,Hari Libur/Akhir Pekan
10130,2012-03-03,Spring,2012,3,3,0,Saturday,0,Mist,0.36,0.3485,0.93,0.1642,1,20,21,3,Mar,3,Dini Hari,Hari Libur/Akhir Pekan
10131,2012-03-03,Spring,2012,3,4,0,Saturday,0,Mist,0.36,0.3485,0.93,0.194,0,2,2,3,Mar,3,Dini Hari,Hari Libur/Akhir Pekan
10132,2012-03-03,Spring,2012,3,5,0,Saturday,0,Mist,0.36,0.3636,0.93,0.0896,1,1,2,3,Mar,3,Dini Hari,Hari Libur/Akhir Pekan
10133,2012-03-03,Spring,2012,3,6,0,Saturday,0,Mist,0.36,0.3636,0.93,0.0896,1,6,7,3,Mar,3,Pagi,Hari Libur/Akhir Pekan
10134,2012-03-03,Spring,2012,3,7,0,Saturday,0,Mist,0.36,0.3485,0.93,0.1343,2,14,16,3,Mar,3,Pagi,Hari Libur/Akhir Pekan
10135,2012-03-03,Spring,2012,3,8,0,Saturday,0,Light Snow/Rain,0.36,0.3788,0.93,0.0,2,46,48,3,Mar,3,Pagi,Hari Libur/Akhir Pekan
10136,2012-03-03,Spring,2012,3,9,0,Saturday,0,Light Snow/Rain,0.38,0.3939,0.87,0.0896,7,87,94,3,Mar,3,Pagi,Hari Libur/Akhir Pekan
10137,2012-03-03,Spring,2012,3,10,0,Saturday,0,Mist,0.4,0.4091,0.87,0.0,31,137,168,3,Mar,3,Pagi,Hari Libur/Akhir Pekan
10138,2012-03-03,Spring,2012,3,11,0,Saturday,0,Mist,0.4,0.4091,0.87,0.0896,33,181,214,3,Mar,3,Pagi,Hari Libur/Akhir Pekan
10139,2012-03-03,Spring,2012,3,12,0,Saturday,0,Mist,0.42,0.4242,0.67,0.2537,47,252,299,3,Mar,3,Siang,Hari Libur/Akhir Pekan
10140,2012-03-03,Spring,2012,3,13,0,Saturday,0,Clear,0.44,0.4394,0.51,0.2836,87,252,339,3,Mar,3,Siang,Hari Libur/Akhir Pekan
10141,2012-03-03,Spring,2012,3,14,0,Saturday,0,Mist,0.46,0.4545,0.44,0.3582,151,279,430,3,Mar,3,Siang,Hari Libur/Akhir Pekan
10142,2012-03-03,Spring,2012,3,15,0,Saturday,0,Clear,0.48,0.4697,0.29,0.2985,145,254,399,3,Mar,3,Siang,Hari Libur/Akhir Pekan
10143,2012-03-03,Spring,2012,3,16,0,Saturday,0,Clear,0.5,0.4848,0.27,0.2985,167,300,467,3,Mar,3,Siang,Hari Libur/Akhir Pekan
10144,2012-03-03,Spring,2012,3,17,0,Saturday,0,Clear,0.5,0.4848,0.23,0.3284,106,279,385,3,Mar,3,Siang,Hari Libur/Akhir Pekan
10145,2012-03-03,Spring,2012,3,18,0,Saturday,0,Clear,0.5,0.4848,0.25,0.2537,53,250,303,3,Mar,3,Malam,Hari Libur/Akhir Pekan
10146,2012-03-03,Spring,2012,3,19,0,Saturday,0,Clear,0.46,0.4545,0.33,0.1642,34,191,225,3,Mar,3,Malam,Hari Libur/Akhir Pekan
10147,2012-03-03,Spring,2012,3,20,0,Saturday,0,Clear,0.44,0.4394,0.3,0.1343,28,121,149,3,Mar,3,Malam,Hari Libur/Akhir Pekan
10148,2012-03-03,Spring,2012,3,21,0,Saturday,0,Clear,0.46,0.4545,0.19,0.3284,24,130,154,3,Mar,3,Malam,Hari Libur/Akhir Pekan
10149,2012-03-03,Spring,2012,3,22,0,Saturday,0,Clear,0.44,0.4394,0.21,0.1343,19,115,134,3,Mar,3,Malam,Hari Libur/Akhir Pekan
10150,2012-03-03,Spring,2012,3,23,0,Saturday,0,Clear,0.42,0.4242,0.24,0.0,12,94,106,3,Mar,3,Malam,Hari Libur/Akhir Pekan
10151,2012-03-04,Spring,2012,3,0,0,Sunday,0,Mist,0.4,0.4091,0.3,0.3582,5,67,72,3,Mar,4,Dini Hari,Hari Libur/Akhir Pekan
10152,2012-03-04,Spring,2012,3,1,0,Sunday,0,Mist,0.38,0.3939,0.34,0.194,16,60,76,3,Mar,4,Dini Hari,Hari Libur/Akhir Pekan
10153,2012-03-04,Spring,2012,3,2,0,Sunday,0,Mist,0.36,0.3485,0.4,0.1642,14,66,80,3,Mar,4,Dini Hari,Hari Libur/Akhir Pekan
10154,2012-03-04,Spring,2012,3,3,0,Sunday,0,Mist,0.36,0.3485,0.43,0.1343,5,21,26,3,Mar,4,Dini Hari,Hari Libur/Akhir Pekan
10155,2012-03-04,Spring,2012,3,4,0,Sunday,0,Mist,0.34,0.3333,0.46,0.194,3,11,14,3,Mar,4,Dini Hari,Hari Libur/Akhir Pekan
10156,2012-03-04,Spring,2012,3,5,0,Sunday,0,Mist,0.34,0.3182,0.46,0.2239,0,5,5,3,Mar,4,Dini Hari,Hari Libur/Akhir Pekan
10157,2012-03-04,Spring,2012,3,6,0,Sunday,0,Mist,0.3,0.2727,0.52,0.2985,0,5,5,3,Mar,4,Pagi,Hari Libur/Akhir Pekan
10158,2012-03-04,Spring,2012,3,7,0,Sunday,0,Mist,0.3,0.2727,0.52,0.2985,2,21,23,3,Mar,4,Pagi,Hari Libur/Akhir Pekan
10159,2012-03-04,Spring,2012,3,8,0,Sunday,0,Clear,0.3,0.2727,0.52,0.3284,12,54,66,3,Mar,4,Pagi,Hari Libur/Akhir Pekan
10160,2012-03-04,Spring,2012,3,9,0,Sunday,0,Clear,0.3,0.2727,0.49,0.4478,14,104,118,3,Mar,4,Pagi,Hari Libur/Akhir Pekan
10161,2012-03-04,Spring,2012,3,10,0,Sunday,0,Clear,0.3,0.2727,0.49,0.3284,31,161,192,3,Mar,4,Pagi,Hari Libur/Akhir Pekan
10162,2012-03-04,Spring,2012,3,11,0,Sunday,0,Clear,0.32,0.2879,0.45,0.3881,64,192,256,3,Mar,4,Pagi,Hari Libur/Akhir Pekan
10163,2012-03-04,Spring,2012,3,12,0,Sunday,0,Clear,0.34,0.303,0.42,0.3582,71,256,327,3,Mar,4,Siang,Hari Libur/Akhir Pekan
10164,2012-03-04,Spring,2012,3,13,0,Sunday,0,Clear,0.36,0.3333,0.37,0.3582,108,256,364,3,Mar,4,Siang,Hari Libur/Akhir Pekan
10165,2012-03-04,Spring,2012,3,14,0,Sunday,0,Clear,0.36,0.3333,0.34,0.3582,106,226,332,3,Mar,4,Siang,Hari Libur/Akhir Pekan
10166,2012-03-04,Spring,2012,3,15,0,Sunday,0,Clear,0.36,0.3182,0.32,0.5224,82,252,334,3,Mar,4,Siang,Hari Libur/Akhir Pekan
10167,2012-03-04,Spring,2012,3,16,0,Sunday,0,Clear,0.36,0.3182,0.29,0.4925,68,231,299,3,Mar,4,Siang,Hari Libur/Akhir Pekan
10168,2012-03-04,Spring,2012,3,17,0,Sunday,0,Clear,0.34,0.2879,0.31,0.5522,49,214,263,3,Mar,4,Siang,Hari Libur/Akhir Pekan
10169,2012-03-04,Spring,2012,3,18,0,Sunday,0,Clear,0.32,0.2727,0.33,0.6119,20,164,184,3,Mar,4,Malam,Hari Libur/Akhir Pekan
10170,2012-03-04,Spring,2012,3,19,0,Sunday,0,Clear,0.3,0.2576,0.36,0.4925,12,120,132,3,Mar,4,Malam,Hari Libur/Akhir Pekan
10171,2012-03-04,Spring,2012,3,20,0,Sunday,0,Clear,0.28,0.2727,0.38,0.2537,8,80,88,3,Mar,4,Malam,Hari Libur/Akhir Pekan
10172,2012-03-04,Spring,2012,3,21,0,Sunday,0,Clear,0.28,0.2727,0.36,0.2239,9,70,79,3,Mar,4,Malam,Hari Libur/Akhir Pekan
10173,2012-03-04,Spring,2012,3,22,0,Sunday,0,Clear,0.26,0.2424,0.41,0.2537,9,53,62,3,Mar,4,Malam,Hari Libur/Akhir Pekan
10174,2012-03-04,Spring,2012,3,23,0,Sunday,0,Clear,0.26,0.2576,0.41,0.194,2,24,26,3,Mar,4,Malam,Hari Libur/Akhir Pekan
10175,2012-03-05,Spring,2012,3,0,0,Monday,1,Clear,0.24,0.2273,0.44,0.194,2,15,17,3,Mar,5,Dini Hari,Hari Kerja
10176,2012-03-05,Spring,2012,3,1,0,Monday,1,Clear,0.24,0.2424,0.48,0.1343,3,3,6,3,Mar,5,Dini Hari,Hari Kerja
10177,2012-03-05,Spring,2012,3,2,0,Monday,1,Clear,0.24,0.2424,0.48,0.1343,1,3,4,3,Mar,5,Dini Hari,Hari Kerja
10178,2012-03-05,Spring,2012,3,3,0,Monday,1,Clear,0.22,0.2273,0.51,0.1642,0,1,1,3,Mar,5,Dini Hari,Hari Kerja
10179,2012-03-05,Spring,2012,3,4,0,Monday,1,Clear,0.2,0.2273,0.55,0.0896,0,1,1,3,Mar,5,Dini Hari,Hari Kerja
10180,2012-03-05,Spring,2012,3,5,0,Monday,1,Clear,0.2,0.2273,0.55,0.0896,1,17,18,3,Mar,5,Dini Hari,Hari Kerja
10181,2012-03-05,Spring,2012,3,6,0,Monday,1,Clear,0.18,0.197,0.59,0.1343,2,89,91,3,Mar,5,Pagi,Hari Kerja
10182,2012-03-05,Spring,2012,3,7,0,Monday,1,Clear,0.18,0.197,0.59,0.1343,7,253,260,3,Mar,5,Pagi,Hari Kerja
10183,2012-03-05,Spring,2012,3,8,0,Monday,1,Clear,0.2,0.2273,0.59,0.1045,13,415,428,3,Mar,5,Pagi,Hari Kerja
10184,2012-03-05,Spring,2012,3,9,0,Monday,1,Mist,0.22,0.2576,0.6,0.0896,11,186,197,3,Mar,5,Pagi,Hari Kerja
10185,2012-03-05,Spring,2012,3,10,0,Monday,1,Mist,0.24,0.2576,0.6,0.0,12,74,86,3,Mar,5,Pagi,Hari Kerja
10186,2012-03-05,Spring,2012,3,11,0,Monday,1,Mist,0.26,0.2727,0.56,0.1343,17,86,103,3,Mar,5,Pagi,Hari Kerja
10187,2012-03-05,Spring,2012,3,12,0,Monday,1,Mist,0.26,0.303,0.52,0.0,15,122,137,3,Mar,5,Siang,Hari Kerja
10188,2012-03-05,Spring,2012,3,13,0,Monday,1,Mist,0.26,0.2576,0.55,0.2985,11,109,120,3,Mar,5,Siang,Hari Kerja
10189,2012-03-05,Spring,2012,3,14,0,Monday,1,Mist,0.28,0.2576,0.57,0.3582,13,115,128,3,Mar,5,Siang,Hari Kerja
10190,2012-03-05,Spring,2012,3,15,0,Monday,1,Mist,0.3,0.2879,0.53,0.194,20,110,130,3,Mar,5,Siang,Hari Kerja
10191,2012-03-05,Spring,2012,3,16,0,Monday,1,Clear,0.3,0.2727,0.45,0.2985,30,180,210,3,Mar,5,Siang,Hari Kerja
10192,2012-03-05,Spring,2012,3,17,0,Monday,1,Light Snow/Rain,0.3,0.2727,0.45,0.2985,11,376,387,3,Mar,5,Siang,Hari Kerja
10193,2012-03-05,Spring,2012,3,18,0,Monday,1,Light Snow/Rain,0.28,0.2273,0.55,0.6567,12,363,375,3,Mar,5,Malam,Hari Kerja
10194,2012-03-05,Spring,2012,3,19,0,Monday,1,Clear,0.26,0.2576,0.53,0.2239,6,220,226,3,Mar,5,Malam,Hari Kerja
10195,2012-03-05,Spring,2012,3,20,0,Monday,1,Clear,0.26,0.2273,0.37,0.4627,8,171,179,3,Mar,5,Malam,Hari Kerja
10196,2012-03-05,Spring,2012,3,21,0,Monday,1,Clear,0.26,0.2273,0.37,0.3881,4,116,120,3,Mar,5,Malam,Hari Kerja
10197,2012-03-05,Spring,2012,3,22,0,Monday,1,Clear,0.24,0.2121,0.35,0.3284,2,76,78,3,Mar,5,Malam,Hari Kerja
10198,2012-03-05,Spring,2012,3,23,0,Monday,1,Clear,0.22,0.1818,0.37,0.5821,2,29,31,3,Mar,5,Malam,Hari Kerja
10199,2012-03-06,Spring,2012,3,0,0,Tuesday,1,Clear,0.22,0.2121,0.37,0.2985,0,8,8,3,Mar,6,Dini Hari,Hari Kerja
10200,2012-03-06,Spring,2012,3,1,0,Tuesday,1,Clear,0.2,0.197,0.44,0.2537,0,6,6,3,Mar,6,Dini Hari,Hari Kerja
10201,2012-03-06,Spring,2012,3,2,0,Tuesday,1,Clear,0.2,0.197,0.44,0.2239,0,4,4,3,Mar,6,Dini Hari,Hari Kerja
10202,2012-03-06,Spring,2012,3,3,0,Tuesday,1,Clear,0.18,0.1667,0.51,0.2836,0,1,1,3,Mar,6,Dini Hari,Hari Kerja
10203,2012-03-06,Spring,2012,3,4,0,Tuesday,1,Clear,0.18,0.1667,0.51,0.2985,0,3,3,3,Mar,6,Dini Hari,Hari Kerja
10204,2012-03-06,Spring,2012,3,5,0,Tuesday,1,Clear,0.18,0.1818,0.51,0.2239,0,25,25,3,Mar,6,Dini Hari,Hari Kerja
10205,2012-03-06,Spring,2012,3,6,0,Tuesday,1,Clear,0.18,0.2121,0.51,0.1045,3,99,102,3,Mar,6,Pagi,Hari Kerja
10206,2012-03-06,Spring,2012,3,7,0,Tuesday,1,Clear,0.16,0.1818,0.55,0.1343,5,270,275,3,Mar,6,Pagi,Hari Kerja
10207,2012-03-06,Spring,2012,3,8,0,Tuesday,1,Clear,0.16,0.1818,0.59,0.1045,14,487,501,3,Mar,6,Pagi,Hari Kerja
10208,2012-03-06,Spring,2012,3,9,0,Tuesday,1,Clear,0.22,0.2727,0.47,0.0,11,222,233,3,Mar,6,Pagi,Hari Kerja
10209,2012-03-06,Spring,2012,3,10,0,Tuesday,1,Clear,0.24,0.2576,0.44,0.0,16,113,129,3,Mar,6,Pagi,Hari Kerja
10210,2012-03-06,Spring,2012,3,11,0,Tuesday,1,Clear,0.26,0.2576,0.41,0.1642,20,110,130,3,Mar,6,Pagi,Hari Kerja
10211,2012-03-06,Spring,2012,3,12,0,Tuesday,1,Clear,0.26,0.2727,0.41,0.1045,9,129,138,3,Mar,6,Siang,Hari Kerja
10212,2012-03-06,Spring,2012,3,13,0,Tuesday,1,Clear,0.3,0.303,0.39,0.1343,16,148,164,3,Mar,6,Siang,Hari Kerja
10213,2012-03-06,Spring,2012,3,14,0,Tuesday,1,Clear,0.32,0.303,0.36,0.2239,20,116,136,3,Mar,6,Siang,Hari Kerja
10214,2012-03-06,Spring,2012,3,15,0,Tuesday,1,Clear,0.34,0.303,0.36,0.2985,24,142,166,3,Mar,6,Siang,Hari Kerja
10215,2012-03-06,Spring,2012,3,16,0,Tuesday,1,Clear,0.36,0.3333,0.32,0.2836,22,228,250,3,Mar,6,Siang,Hari Kerja
10216,2012-03-06,Spring,2012,3,17,0,Tuesday,1,Clear,0.36,0.3333,0.34,0.2836,21,425,446,3,Mar,6,Siang,Hari Kerja
10217,2012-03-06,Spring,2012,3,18,0,Tuesday,1,Clear,0.34,0.303,0.42,0.3284,15,442,457,3,Mar,6,Malam,Hari Kerja
10218,2012-03-06,Spring,2012,3,19,0,Tuesday,1,Clear,0.34,0.303,0.46,0.2985,9,278,287,3,Mar,6,Malam,Hari Kerja
10219,2012-03-06,Spring,2012,3,20,0,Tuesday,1,Clear,0.32,0.3182,0.49,0.194,3,184,187,3,Mar,6,Malam,Hari Kerja
10220,2012-03-06,Spring,2012,3,21,0,Tuesday,1,Clear,0.32,0.3182,0.49,0.194,5,143,148,3,Mar,6,Malam,Hari Kerja
10221,2012-03-06,Spring,2012,3,22,0,Tuesday,1,Clear,0.28,0.2727,0.56,0.1642,5,101,106,3,Mar,6,Malam,Hari Kerja
10222,2012-03-06,Spring,2012,3,23,0,Tuesday,1,Clear,0.28,0.2727,0.61,0.2239,3,51,54,3,Mar,6,Malam,Hari Kerja
10223,2012-03-07,Spring,2012,3,0,0,Wednesday,1,Clear,0.28,0.2576,0.65,0.2836,3,12,15,3,Mar,7,Dini Hari,Hari Kerja
10224,2012-03-07,Spring,2012,3,1,0,Wednesday,1,Clear,0.3,0.2727,0.61,0.2985,1,4,5,3,Mar,7,Dini Hari,Hari Kerja
10225,2012-03-07,Spring,2012,3,2,0,Wednesday,1,Clear,0.3,0.2879,0.56,0.2836,0,4,4,3,Mar,7,Dini Hari,Hari Kerja
10226,2012-03-07,Spring,2012,3,3,0,Wednesday,1,Clear,0.3,0.2727,0.56,0.3582,1,2,3,3,Mar,7,Dini Hari,Hari Kerja
10227,2012-03-07,Spring,2012,3,4,0,Wednesday,1,Clear,0.28,0.2576,0.61,0.3284,0,3,3,3,Mar,7,Dini Hari,Hari Kerja
10228,2012-03-07,Spring,2012,3,5,0,Wednesday,1,Clear,0.28,0.2576,0.56,0.2985,0,18,18,3,Mar,7,Dini Hari,Hari Kerja
10229,2012-03-07,Spring,2012,3,6,0,Wednesday,1,Clear,0.28,0.2576,0.61,0.3881,4,104,108,3,Mar,7,Pagi,Hari Kerja
10230,2012-03-07,Spring,2012,3,7,0,Wednesday,1,Clear,0.26,0.2273,0.65,0.3881,12,332,344,3,Mar,7,Pagi,Hari Kerja
10231,2012-03-07,Spring,2012,3,8,0,Wednesday,1,Clear,0.28,0.2576,0.61,0.2985,12,554,566,3,Mar,7,Pagi,Hari Kerja
10232,2012-03-07,Spring,2012,3,9,0,Wednesday,1,Clear,0.3,0.2727,0.61,0.3284,12,252,264,3,Mar,7,Pagi,Hari Kerja
10233,2012-03-07,Spring,2012,3,10,0,Wednesday,1,Clear,0.36,0.3333,0.5,0.2985,20,127,147,3,Mar,7,Pagi,Hari Kerja
10234,2012-03-07,Spring,2012,3,11,0,Wednesday,1,Clear,0.42,0.4242,0.38,0.2985,33,128,161,3,Mar,7,Pagi,Hari Kerja
10235,2012-03-07,Spring,2012,3,12,0,Wednesday,1,Clear,0.44,0.4394,0.38,0.3881,40,175,215,3,Mar,7,Siang,Hari Kerja
10236,2012-03-07,Spring,2012,3,13,0,Wednesday,1,Clear,0.5,0.4848,0.34,0.4179,26,179,205,3,Mar,7,Siang,Hari Kerja
10237,2012-03-07,Spring,2012,3,14,0,Wednesday,1,Clear,0.52,0.5,0.36,0.3284,38,137,175,3,Mar,7,Siang,Hari Kerja
10238,2012-03-07,Spring,2012,3,15,0,Wednesday,1,Clear,0.54,0.5152,0.37,0.4478,44,165,209,3,Mar,7,Siang,Hari Kerja
10239,2012-03-07,Spring,2012,3,16,0,Wednesday,1,Clear,0.56,0.5303,0.37,0.4179,34,254,288,3,Mar,7,Siang,Hari Kerja
10240,2012-03-07,Spring,2012,3,17,0,Wednesday,1,Clear,0.56,0.5303,0.43,0.4925,58,554,612,3,Mar,7,Siang,Hari Kerja
